word_1,wordcat_1,context_1,word_2,wordcat_2,context_2,word_3,wordcat_3,context_3,word_4,wordcat_4,context_4,word_5,wordcat_5,context_5,word_6,wordcat_6,context_6,word_7,wordcat_7,context_7,word_8,wordcat_8,context_8,word_9,wordcat_9,context_9,word_10,wordcat_10,context_10,word_11,wordcat_11,context_11,word_12,wordcat_12,context_12,word_13,wordcat_13,context_13,word_14,wordcat_14,context_14,word_15,wordcat_15,context_15,word_16,wordcat_16,context_16,word_17,wordcat_17,context_17,word_18,wordcat_18,context_18,word_19,wordcat_19,context_19,word_20,wordcat_20,context_20,word_21,wordcat_21,context_21,word_22,wordcat_22,context_22,word_23,wordcat_23,context_23,word_24,wordcat_24,context_24,word_25,wordcat_25,context_25
,,,,,,,,,,,,,,,,,,,,,,,,,,,lot,N,The success of the Ahlbergs working relationship must have a lot to do with their long and happy marriage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,,,,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,,,,,,,,,,,,,,,,,,,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,,,,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,,,,,,,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,,,,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,partnership,N,They see themselves not as author and illustrator with separate roles but as a partnership of book-makers contributing equally to the process,,,
life,N,By holding open meetings for children and having the telecottage above the local store people of all walks of life came+in small-scale entrepreneurs and their spouses shop+assistants craftspeople and children,,,,life,N,By holding open meetings for children and having the telecottage above the local store people of all walks of life came+in small-scale entrepreneurs and their spouses shop+assistants craftspeople and children,life,N,By holding open meetings for children and having the telecottage above the local store people of all walks of life came+in small-scale entrepreneurs and their spouses shop+assistants craftspeople and children,,,,,,,life,N,By holding open meetings for children and having the telecottage above the local store people of all walks of life came+in small-scale entrepreneurs and their spouses shop+assistants craftspeople and children,life,N,By holding open meetings for children and having the telecottage above the local store people of all walks of life came+in small-scale entrepreneurs and their spouses shop+assistants craftspeople and children,,,,,,,,,,,,,,,,,,,,,,,,,life,N,By holding open meetings for children and having the telecottage above the local store people of all walks of life came+in small-scale entrepreneurs and their spouses shop+assistants craftspeople and children,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,,,,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,,,,,,,,,,,,,,,,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,,,,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,,,,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,humiliation,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,,,
,,,,,,start,N,As+if 24-17 and derisive chants of Easy easy were not bad enough this humiliation was against a side who have made a wretched start to the season a week earlier Pontypool had going-over given them a 35-6 and were short of at+least half-a-dozen first-choice players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,,,,,,,,,,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,,,,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,,,,,,,,,,,,,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,,,,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,,,,,,,,,,,,,,,,,,,,,,defence,N,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,overwhelming,AJ,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,,,,,,,,,,,,,,,,,,,overwhelming,AJ,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sell,V,First they have to sell their present house a two-bedroom cottage in the centre of the town,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sale,N,"Their South Molton cottage guide price Â£44,000-Â£46,000 is one of more+than 20 lots to be put+up for sale at the Barnstaple auction by Bristol and West Property Services and one of more+than a hundred which the building+society subsidiary will be auctioning in eight West+Country venues over a three-day period",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,scalp,N,But it was Gerry Conlon account of being interrogated after the Guildford bombings that made the scalp crawl,scalp,N,But it was Gerry Conlon account of being interrogated after the Guildford bombings that made the scalp crawl,,,,,,,,,,,,,,,,scalp,N,But it was Gerry Conlon account of being interrogated after the Guildford bombings that made the scalp crawl,,,,,,,scalp,N,But it was Gerry Conlon account of being interrogated after the Guildford bombings that made the scalp crawl,,,,,,,scalp,N,But it was Gerry Conlon account of being interrogated after the Guildford bombings that made the scalp crawl,scalp,N,But it was Gerry Conlon account of being interrogated after the Guildford bombings that made the scalp crawl,,,
,,,,,,,,,,,,,,,,,,,,,,,,working,V,Government compounds all these problems when it sets+down working parameters which fail to reflect the value the country gets from a system that is run efficiently can shift people to destinations with exemplary speed and safety as Europe consistently demonstrates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,working,V,Government compounds all these problems when it sets+down working parameters which fail to reflect the value the country gets from a system that is run efficiently can shift people to destinations with exemplary speed and safety as Europe consistently demonstrates
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exemplary,AJ,Government compounds all these problems when it sets+down working parameters which fail to reflect the value the country gets from a system that is run efficiently can shift people to destinations with exemplary speed and safety as Europe consistently demonstrates,,,,,,,,,,,,,,,,,,,exemplary,AJ,Government compounds all these problems when it sets+down working parameters which fail to reflect the value the country gets from a system that is run efficiently can shift people to destinations with exemplary speed and safety as Europe consistently demonstrates,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,speed,N,Government compounds all these problems when it sets+down working parameters which fail to reflect the value the country gets from a system that is run efficiently can shift people to destinations with exemplary speed and safety as Europe consistently demonstrates,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,,,,,,,,,,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,,,,,,,,,,,,,,,,,,,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,,,,,,,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,,,,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,,,,,,,pitfalls,N,Francesca Simon describes some of the pitfalls and how to avoid them,,,
,,,,,,,,,,,,,,,robbers,N,Travel Copse and robbers Christopher Somerville sees how woodland has usurped the ancient cattle thieves of the Cheviot Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,robbers,N,Travel Copse and robbers Christopher Somerville sees how woodland has usurped the ancient cattle thieves of the Cheviot Hills,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,effort,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ended,V,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,,,,,,,,,,,,,,,,,,,futile,AJ,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting
,,,,,,,,,infighting,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,,,,infighting,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,infighting,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,,,,,,,,,,,,,,,,,,,infighting,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,,,,infighting,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,infighting,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,infighting,N,But its last effort the Department of Economic Affairs set+up by Harold Wilson and headed by George Brown ended in futile departmental and ministerial infighting,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,democratic,AJ,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,democratic,AJ,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,,,,democratic,AJ,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,,,,,,,,,,,,,,,,democratic,AJ,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,democratic,AJ,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn
,,,,,,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,,,,,,,,,,,,,,,,,,,,,,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,,,,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,outrage,N,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,away,AV,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undemocratic,AJ,Labour would be acquiescing in a democratic outrage if it continued arguing that because the Conservatives had got away with being undemocratic for so long it was now Labour turn,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,self-financing,AJ,While telecottages should become self-financing once established they do need initial subsidy,self-financing,AJ,While telecottages should become self-financing once established they do need initial subsidy,,,,,,,self-financing,AJ,While telecottages should become self-financing once established they do need initial subsidy,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,expensive,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,,,,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,,,,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,,,,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,,,,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,vibrant,AJ,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communities,N,Villages are expensive to live in and if they are to become vibrant communities again local people must be able to earn enough to be able to continue living in them,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spend,V,Mr Smith said in an interview on BBC television 's On the Record that he did not expect his colleagues to spend and spend again' when they took office,,,,,,,,,,spend,V,Mr Smith said in an interview on BBC television 's On the Record that he did not expect his colleagues to spend and spend again' when they took office,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,again',V,Mr Smith said in an interview on BBC television 's On the Record that he did not expect his colleagues to spend and spend again' when they took office,again',V,Mr Smith said in an interview on BBC television 's On the Record that he did not expect his colleagues to spend and spend again' when they took office,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance,V,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids,,,,,,,finance,V,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids,,,,,,,,,,,,,,,,finance,V,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids,,,,,,,,,,finance,V,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids
,,,,,,risk,N,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,risk,N,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids,,,,,,,,,,risk,N,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids
,,,,,,,,,sprouting,V,Globe artichokes are sprouting new leaves and may need protection from frost in cold areas,,,,,,,sprouting,V,Globe artichokes are sprouting new leaves and may need protection from frost in cold areas,,,,,,,,,,,,,sprouting,V,Globe artichokes are sprouting new leaves and may need protection from frost in cold areas,,,,,,,sprouting,V,Globe artichokes are sprouting new leaves and may need protection from frost in cold areas,,,,sprouting,V,Globe artichokes are sprouting new leaves and may need protection from frost in cold areas,,,,,,,,,,,,,,,,,,,,,,,,
