word,conv,word_19,label_19,word_12,label_12,word_18,label_18,word_24,label_24,word_3,label_3,word_14,label_14,word_10,label_10,word_11,label_11,word_15,label_15,word_8,label_8,word_1,label_1,word_7,label_7,word_5,label_5,word_21,label_21,word_9,label_9,word_6,label_6,word_13,label_13,word_25,label_25,word_17,label_17,word_16,label_16,word_23,label_23,word_4,label_4,word_22,label_22,word_20,label_20,word_2,label_2
rebuild,1.0,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,0,rebuild,1,rebuild,0,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1,rebuild,1
the,0.0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
Santa,0.0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0
workforce,1.0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0,workforce,0
We,0.0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0,We,0
here,0.0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0,here,0
at,0.0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0
Hire,0.0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0
Santa,0.0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0
have,0.0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0
been,0.0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0
working,0.0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,1,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0
very,0.0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0,very,0
hard,0.0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0,hard,0
to,0.0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,1,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
replenish,0.0,replenish,1,replenish,1,replenish,1,replenish,1,replenish,0,replenish,1,replenish,0,replenish,1,replenish,0,replenish,1,replenish,1,replenish,1,replenish,1,replenish,1,replenish,1,replenish,1,replenish,1,replenish,1,replenish,1,replenish,0,replenish,1,replenish,1,replenish,1,replenish,1,replenish,1
the,0.0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
number,0.0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0,number,0
of,0.0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
Santas,0.0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0
Allen,0.0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0,Allen,0
says,0.0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0,says,0
I,0.0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0
've,0.0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0,'ve,0
traveled,0.0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,1,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0,traveled,0
the,0.0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
country,0.0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0,country,0
this,0.0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0
last,0.0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0,last,0
year,0.0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0,year,0
going,0.0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0,going,0
to,0.0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
Santa,0.0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0
schools,0.0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0,schools,0
speaking,0.0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0,speaking,0
at,0.0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0,at,0
conventions,0.0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0,conventions,0
and,0.0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
really,0.0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0,really,0
trying,0.0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0,trying,0
to,0.0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,1,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
connect,1.0,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,0,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1,connect,1
with,0.0,with,0,with,0,with,0,with,0,with,0,with,0,with,1,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,1,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0
the,0.0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
Santa,0.0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0
community,1.0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0,community,0
to,0.0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,1,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
let,0.0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0,let,0
them,0.0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0,them,0
know,0.0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0,know,0
the,0.0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
advantages,0.0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0,advantages,0
of,0.0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
being,0.0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0,being,0
a,0.0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
professional,0.0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0,professional,0
Santa,0.0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0,Santa,0
as,0.0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,1,as,0,as,0,as,0,as,1,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0
well,0.0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0,well,0
as,0.0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,1,as,0,as,0,as,0,as,1,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0
working,0.0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0,working,0
with,0.0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0,with,0
Hire,0.0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0,Hire,0
