word,DELMET,word_5,label_5,word_22,label_22,word_10,label_10,word_10,label_10,word_22,label_22,word_21,label_21,word_5,label_5,word_1,label_1
an,0.0,an,0.0,cases,0.0,an,0.0,an,0,cases,0,an,0,an,0,an,0
actual,0.0,actual,0.0,Labour,0.0,actual,0.0,actual,0,Labour,0,actual,0,actual,0,actual,0
subject,1.0,subject,0.0,quangos,0.0,subject,0.0,subject,0,quangos,0,subject,0,subject,0,subject,0
In,1.0,In,0.0,merge,0.0,In,0.0,In,0,merge,0,In,0,In,0,In,0
some,0.0,some,0.0,existing,0.0,some,0.0,some,0,existing,0,some,0,some,0,some,0
cases,0.0,cases,0.0,ones,0.0,cases,0.0,cases,0,ones,0,cases,0,cases,0,cases,0
Labour,0.0,Labour,0.0,or,0.0,Labour,0.0,Labour,0,or,0,Labour,0,Labour,0,Labour,0
quangos,0.0,quangos,0.0,replace,0.0,quangos,0.0,quangos,0,replace,0,quangos,0,quangos,0,quangos,0
merge,1.0,merge,0.0,well-established,0.0,merge,0.0,merge,0,well-established,0,merge,0,merge,0,merge,0
existing,0.0,existing,0.0,bodies,0.0,existing,0.0,existing,0,bodies,0,existing,0,existing,0,existing,0
ones,0.0,ones,0.0,The,0.0,ones,0.0,ones,0,The,0,ones,0,ones,0,ones,0
or,0.0,or,0.0,success,0.0,or,0.0,or,0,success,0,or,0,or,0,or,0
replace,1.0,replace,0.0,of,0.0,replace,0.0,replace,0,of,0,replace,0,replace,0,replace,0
well-established,0.0,well-established,0.0,the,0.0,well-established,0.0,well-established,0,the,0,well-established,0,well-established,0,well-established,0
bodies,1.0,bodies,0.0,Ahlbergs,0.0,bodies,0.0,bodies,0,Ahlbergs,0,bodies,0,bodies,0,bodies,0
The,0.0,The,0.0,working,1.0,The,0.0,The,0,working,1,The,0,The,0,The,0
success,0.0,success,0.0,relationship,0.0,success,0.0,success,0,relationship,0,success,0,success,0,success,0
of,0.0,of,0.0,must,0.0,of,0.0,of,0,must,0,of,0,of,0,of,0
the,0.0,the,0.0,have,0.0,the,0.0,the,0,have,0,the,0,the,0,the,0
Ahlbergs,0.0,Ahlbergs,0.0,a,0.0,Ahlbergs,0.0,Ahlbergs,0,a,0,Ahlbergs,0,Ahlbergs,0,Ahlbergs,0
working,0.0,working,0.0,lot,0.0,working,0.0,working,0,lot,0,working,0,working,0,working,0
relationship,0.0,relationship,0.0,to,0.0,relationship,0.0,relationship,0,to,0,relationship,1,relationship,0,relationship,0
must,0.0,must,0.0,do,0.0,must,0.0,must,0,do,0,must,0,must,0,must,0
have,0.0,have,0.0,with,0.0,have,0.0,have,0,with,0,have,0,have,0,have,0
a,0.0,a,0.0,their,0.0,a,0.0,a,0,their,0,a,0,a,0,a,0
lot,0.0,lot,0.0,long,0.0,lot,0.0,lot,0,long,0,lot,0,lot,0,lot,0
to,0.0,to,0.0,and,0.0,to,0.0,to,0,and,0,to,0,to,0,to,0
do,0.0,do,0.0,happy,0.0,do,0.0,do,0,happy,0,do,0,do,0,do,0
with,1.0,with,0.0,marriage,0.0,with,0.0,with,0,marriage,0,with,0,with,0,with,0
their,0.0,their,0.0,They,0.0,their,0.0,their,0,They,0,their,0,their,0,their,0
long,1.0,long,0.0,see,0.0,long,0.0,long,0,see,0,long,0,long,0,long,0
and,0.0,and,0.0,themselves,0.0,and,0.0,and,0,themselves,0,and,0,and,0,and,0
happy,1.0,happy,0.0,not,0.0,happy,0.0,happy,0,not,0,happy,0,happy,0,happy,0
marriage,0.0,marriage,0.0,as,0.0,marriage,0.0,marriage,0,as,0,marriage,0,marriage,0,marriage,0
They,0.0,They,0.0,author,0.0,They,0.0,They,0,author,0,They,0,They,0,They,0
see,1.0,see,0.0,and,0.0,see,0.0,see,0,and,0,see,0,see,0,see,0
themselves,0.0,themselves,0.0,illustrator,0.0,themselves,0.0,themselves,0,illustrator,0,themselves,0,themselves,0,themselves,0
not,0.0,not,0.0,with,0.0,not,0.0,not,0,with,0,not,0,not,0,not,0
as,0.0,as,0.0,separate,0.0,as,0.0,as,0,separate,0,as,0,as,0,as,0
author,0.0,author,0.0,roles,0.0,author,0.0,author,0,roles,0,author,0,author,0,author,0
and,0.0,and,0.0,but,0.0,and,0.0,and,0,but,0,and,0,and,0,and,0
illustrator,0.0,illustrator,0.0,as,0.0,illustrator,0.0,illustrator,0,as,0,illustrator,0,illustrator,0,illustrator,0
with,1.0,with,0.0,a,0.0,with,0.0,with,0,a,0,with,0,with,0,with,0
separate,1.0,separate,0.0,partnership,0.0,separate,0.0,separate,0,partnership,0,separate,0,separate,0,separate,0
roles,1.0,roles,0.0,of,0.0,roles,0.0,roles,0,of,0,roles,0,roles,0,roles,0
but,0.0,but,0.0,book-makers,0.0,but,0.0,but,0,book-makers,0,but,0,but,0,but,0
as,0.0,as,0.0,contributing,0.0,as,0.0,as,0,contributing,0,as,0,as,0,as,0
a,0.0,a,0.0,equally,0.0,a,0.0,a,0,equally,0,a,0,a,0,a,0
partnership,0.0,partnership,1.0,to,0.0,partnership,0.0,partnership,0,to,0,partnership,1,partnership,1,partnership,0
of,0.0,of,0.0,the,0.0,of,0.0,of,0,the,0,of,0,of,0,of,0
book-makers,0.0,book-makers,0.0,process,0.0,book-makers,0.0,book-makers,0,process,0,book-makers,0,book-makers,0,book-makers,0
contributing,0.0,contributing,0.0,By,0.0,contributing,0.0,contributing,0,By,0,contributing,0,contributing,0,contributing,0
equally,0.0,equally,0.0,holding,0.0,equally,0.0,equally,0,holding,0,equally,0,equally,0,equally,0
to,1.0,to,0.0,open,0.0,to,0.0,to,0,open,0,to,0,to,0,to,0
the,0.0,the,0.0,meetings,0.0,the,0.0,the,0,meetings,0,the,0,the,0,the,0
process,0.0,process,0.0,for,0.0,process,0.0,process,0,for,0,process,0,process,0,process,0
By,0.0,By,0.0,children,0.0,By,0.0,By,0,children,0,By,0,By,0,By,0
holding,1.0,holding,0.0,and,0.0,holding,0.0,holding,0,and,0,holding,0,holding,0,holding,0
open,1.0,open,0.0,having,0.0,open,0.0,open,0,having,0,open,0,open,0,open,0
meetings,0.0,meetings,0.0,the,0.0,meetings,0.0,meetings,0,the,0,meetings,0,meetings,0,meetings,0
for,0.0,for,0.0,telecottage,0.0,for,0.0,for,0,telecottage,0,for,0,for,0,for,0
children,0.0,children,0.0,above,0.0,children,0.0,children,0,above,0,children,0,children,0,children,0
and,0.0,and,0.0,the,0.0,and,0.0,and,0,the,0,and,0,and,0,and,0
having,0.0,having,0.0,local,0.0,having,0.0,having,0,local,0,having,0,having,0,having,0
the,0.0,the,0.0,store,0.0,the,0.0,the,0,store,0,the,0,the,0,the,0
telecottage,0.0,telecottage,0.0,people,0.0,telecottage,0.0,telecottage,0,people,0,telecottage,0,telecottage,0,telecottage,0
above,0.0,above,0.0,of,0.0,above,0.0,above,0,of,0,above,0,above,0,above,0
the,0.0,the,0.0,all,0.0,the,0.0,the,0,all,0,the,0,the,0,the,0
local,0.0,local,0.0,walks,1.0,local,0.0,local,0,walks,1,local,0,local,0,local,0
store,0.0,store,0.0,of,0.0,store,0.0,store,0,of,0,store,0,store,0,store,0
people,0.0,people,0.0,life,0.0,people,0.0,people,0,life,0,people,0,people,0,people,0
of,0.0,of,0.0,came+in,0.0,of,0.0,of,0,came+in,0,of,0,of,0,of,0
all,0.0,all,0.0,small-scale,0.0,all,0.0,all,0,small-scale,0,all,0,all,0,all,0
walks,1.0,walks,0.0,entrepreneurs,0.0,walks,0.0,walks,0,entrepreneurs,0,walks,1,walks,0,walks,0
of,0.0,of,0.0,and,0.0,of,0.0,of,0,and,0,of,0,of,0,of,0
life,0.0,life,1.0,their,0.0,life,0.0,life,0,their,0,life,0,life,1,life,1
came+in,0.0,came+in,0.0,spouses,0.0,came+in,0.0,came+in,0,spouses,0,came+in,0,came+in,0,came+in,0
small-scale,0.0,small-scale,0.0,shop+assistants,0.0,small-scale,0.0,small-scale,0,shop+assistants,0,small-scale,0,small-scale,0,small-scale,0
entrepreneurs,0.0,entrepreneurs,0.0,craftspeople,0.0,entrepreneurs,0.0,entrepreneurs,0,craftspeople,0,entrepreneurs,0,entrepreneurs,0,entrepreneurs,0
and,0.0,and,0.0,and,0.0,and,0.0,and,0,and,0,and,0,and,0,and,0
their,0.0,their,0.0,children,0.0,their,0.0,their,0,children,0,their,0,their,0,their,0
spouses,0.0,spouses,0.0,As+if,0.0,spouses,0.0,spouses,0,As+if,0,spouses,0,spouses,0,spouses,0
shop+assistants,0.0,shop+assistants,0.0,24-17,0.0,shop+assistants,0.0,shop+assistants,0,24-17,0,shop+assistants,0,shop+assistants,0,shop+assistants,0
craftspeople,0.0,craftspeople,0.0,and,0.0,craftspeople,0.0,craftspeople,0,and,0,craftspeople,0,craftspeople,0,craftspeople,0
and,0.0,and,0.0,derisive,0.0,and,0.0,and,0,derisive,0,and,0,and,0,and,0
children,0.0,children,0.0,chants,0.0,children,0.0,children,0,chants,0,children,0,children,0,children,0
As+if,0.0,As+if,0.0,of,0.0,As+if,0.0,As+if,0,of,0,As+if,0,As+if,0,As+if,0
24-17,0.0,24-17,0.0,Easy,0.0,24-17,0.0,24-17,0,Easy,0,24-17,0,24-17,0,24-17,0
and,0.0,and,0.0,easy,0.0,and,0.0,and,0,easy,0,and,0,and,0,and,0
derisive,0.0,derisive,0.0,were,0.0,derisive,0.0,derisive,0,were,0,derisive,0,derisive,0,derisive,0
chants,1.0,chants,0.0,not,0.0,chants,0.0,chants,0,not,0,chants,0,chants,0,chants,0
of,0.0,of,0.0,bad,0.0,of,0.0,of,0,bad,0,of,0,of,0,of,0
Easy,0.0,Easy,0.0,enough,0.0,Easy,0.0,Easy,0,enough,0,Easy,0,Easy,0,Easy,0
easy,0.0,easy,0.0,this,0.0,easy,0.0,easy,0,this,0,easy,0,easy,0,easy,0
were,0.0,were,0.0,humiliation,1.0,were,0.0,were,0,humiliation,1,were,0,were,0,were,0
not,0.0,not,0.0,was,0.0,not,0.0,not,0,was,0,not,0,not,0,not,0
bad,0.0,bad,0.0,against,0.0,bad,0.0,bad,0,against,0,bad,0,bad,0,bad,0
enough,0.0,enough,0.0,a,0.0,enough,1.0,enough,1,a,0,enough,0,enough,0,enough,0
this,1.0,this,0.0,side,0.0,this,0.0,this,0,side,0,this,0,this,0,this,0
humiliation,0.0,humiliation,0.0,who,0.0,humiliation,0.0,humiliation,0,who,0,humiliation,1,humiliation,0,humiliation,1
was,0.0,was,0.0,have,0.0,was,0.0,was,0,have,0,was,0,was,0,was,0
against,1.0,against,0.0,made,0.0,against,0.0,against,0,made,0,against,0,against,0,against,0
a,0.0,a,0.0,a,0.0,a,0.0,a,0,a,0,a,0,a,0,a,0
side,1.0,side,0.0,wretched,1.0,side,0.0,side,0,wretched,1,side,0,side,0,side,0
who,0.0,who,0.0,start,0.0,who,0.0,who,0,start,0,who,0,who,0,who,0
have,0.0,have,0.0,to,0.0,have,0.0,have,0,to,0,have,0,have,0,have,0
made,1.0,made,0.0,the,0.0,made,0.0,made,0,the,0,made,0,made,0,made,0
a,0.0,a,0.0,season,0.0,a,0.0,a,0,season,0,a,0,a,0,a,0
wretched,1.0,wretched,0.0,a,0.0,wretched,0.0,wretched,0,a,0,wretched,0,wretched,0,wretched,0
start,0.0,start,0.0,week,0.0,start,0.0,start,0,week,0,start,0,start,0,start,0
to,1.0,to,0.0,earlier,0.0,to,0.0,to,0,earlier,0,to,0,to,0,to,0
the,0.0,the,0.0,Pontypool,0.0,the,0.0,the,0,Pontypool,0,the,0,the,0,the,0
season,0.0,season,0.0,had,0.0,season,0.0,season,0,had,0,season,0,season,0,season,0
a,0.0,a,0.0,going-over,0.0,a,0.0,a,0,going-over,0,a,0,a,0,a,0
week,0.0,week,0.0,given,0.0,week,0.0,week,0,given,0,week,0,week,0,week,0
earlier,0.0,earlier,0.0,them,0.0,earlier,0.0,earlier,0,them,0,earlier,0,earlier,0,earlier,0
Pontypool,0.0,Pontypool,0.0,a,0.0,Pontypool,0.0,Pontypool,0,a,0,Pontypool,0,Pontypool,0,Pontypool,0
had,0.0,had,0.0,35-6,0.0,had,0.0,had,0,35-6,0,had,0,had,0,had,0
going-over,2.0,going-over,0.0,and,0.0,going-over,0.0,going-over,0,and,0,going-over,0,going-over,0,going-over,0
given,2.0,given,0.0,were,0.0,given,0.0,given,0,were,0,given,0,given,0,given,0
them,0.0,them,0.0,short,0.0,them,0.0,them,0,short,0,them,0,them,0,them,0
a,0.0,a,0.0,of,0.0,a,0.0,a,0,of,0,a,0,a,0,a,0
35-6,0.0,35-6,0.0,at+least,0.0,35-6,0.0,35-6,0,at+least,0,35-6,0,35-6,0,35-6,0
and,0.0,and,0.0,half-a-dozen,0.0,and,0.0,and,0,half-a-dozen,0,and,0,and,0,and,0
were,0.0,were,0.0,first-choice,0.0,were,0.0,were,0,first-choice,0,were,0,were,0,were,0
short,1.0,short,0.0,players,0.0,short,0.0,short,0,players,0,short,0,short,0,short,0
of,0.0,of,0.0,Ron,0.0,of,0.0,of,0,Ron,0,of,0,of,0,of,0
at+least,0.0,at+least,0.0,Todd,0.0,at+least,0.0,at+least,0,Todd,0,at+least,0,at+least,0,at+least,0
half-a-dozen,0.0,half-a-dozen,0.0,the,0.0,half-a-dozen,0.0,half-a-dozen,0,the,0,half-a-dozen,0,half-a-dozen,0,half-a-dozen,0
first-choice,0.0,first-choice,0.0,general,0.0,first-choice,0.0,first-choice,0,general,0,first-choice,0,first-choice,0,first-choice,0
players,0.0,players,0.0,secretary,0.0,players,0.0,players,0,secretary,0,players,0,players,0,players,0
Ron,0.0,Ron,0.0,of,0.0,Ron,0.0,Ron,0,of,0,Ron,0,Ron,0,Ron,0
Todd,0.0,Todd,0.0,the,0.0,Todd,0.0,Todd,0,the,0,Todd,0,Todd,0,Todd,0
the,0.0,the,0.0,transport,0.0,the,0.0,the,0,transport,0,the,0,the,0,the,0
general,0.0,general,0.0,workers,0.0,general,0.0,general,0,workers,0,general,0,general,0,general,0
secretary,0.0,secretary,0.0,union,0.0,secretary,0.0,secretary,0,union,0,secretary,0,secretary,0,secretary,0
of,0.0,of,0.0,said,0.0,of,0.0,of,0,said,0,of,0,of,0,of,0
the,0.0,the,0.0,that,0.0,the,0.0,the,0,that,0,the,0,the,0,the,0
transport,0.0,transport,0.0,today,0.0,transport,0.0,transport,0,today,0,transport,0,transport,0,transport,0
workers,0.0,workers,0.0,vote,0.0,workers,0.0,workers,0,vote,0,workers,0,workers,0,workers,0
union,0.0,union,0.0,on,0.0,union,0.0,union,0,on,0,union,0,union,0,union,0
said,0.0,said,0.0,the,0.0,said,0.0,said,0,the,0,said,0,said,0,said,0
that,0.0,that,0.0,multilaterist,0.0,that,0.0,that,0,multilaterist,0,that,0,that,0,that,0
today,0.0,today,0.0,nuclear,0.0,today,0.0,today,0,nuclear,0,today,0,today,0,today,0
vote,0.0,vote,0.0,defence,1.0,vote,0.0,vote,0,defence,1,vote,0,vote,0,vote,0
on,1.0,on,0.0,policy,0.0,on,0.0,on,0,policy,0,on,0,on,0,on,0
the,0.0,the,0.0,would,0.0,the,0.0,the,0,would,0,the,0,the,0,the,0
multilaterist,0.0,multilaterist,0.0,not,0.0,multilaterist,0.0,multilaterist,0,not,0,multilaterist,0,multilaterist,0,multilaterist,0
nuclear,0.0,nuclear,0.0,yield,0.0,nuclear,0.0,nuclear,0,yield,0,nuclear,0,nuclear,0,nuclear,0
defence,0.0,defence,0.0,the,0.0,defence,0.0,defence,0,the,0,defence,0,defence,0,defence,0
policy,0.0,policy,0.0,massive,0.0,policy,0.0,policy,0,massive,0,policy,0,policy,0,policy,0
would,0.0,would,0.0,and,0.0,would,0.0,would,0,and,0,would,0,would,0,would,0
not,0.0,not,0.0,overwhelming,0.0,not,0.0,not,0,overwhelming,0,not,0,not,0,not,0
yield,1.0,yield,0.0,majority,0.0,yield,0.0,yield,0,majority,0,yield,0,yield,0,yield,0
the,0.0,the,0.0,predicted,0.0,the,0.0,the,0,predicted,0,the,0,the,0,the,0
massive,1.0,massive,0.0,by,0.0,massive,0.0,massive,0,by,0,massive,0,massive,0,massive,0
and,0.0,and,0.0,right-wingers,0.0,and,0.0,and,0,right-wingers,0,and,0,and,0,and,0
overwhelming,0.0,overwhelming,0.0,and,0.0,overwhelming,0.0,overwhelming,0,and,0,overwhelming,0,overwhelming,0,overwhelming,0
majority,0.0,majority,0.0,he,0.0,majority,0.0,majority,0,he,0,majority,0,majority,0,majority,0
predicted,0.0,predicted,0.0,warned,0.0,predicted,0.0,predicted,0,warned,0,predicted,0,predicted,0,predicted,0
by,0.0,by,0.0,that,0.0,by,0.0,by,0,that,0,by,0,by,0,by,0
right-wingers,1.0,right-wingers,0.0,party,0.0,right-wingers,0.0,right-wingers,0,party,0,right-wingers,0,right-wingers,0,right-wingers,0
and,0.0,and,0.0,leaders,0.0,and,0.0,and,0,leaders,0,and,0,and,0,and,0
he,0.0,he,0.0,could,0.0,he,0.0,he,0,could,0,he,0,he,0,he,0
warned,0.0,warned,0.0,not,0.0,warned,0.0,warned,0,not,0,warned,0,warned,0,warned,0
that,0.0,that,0.0,expect,0.0,that,0.0,that,0,expect,0,that,0,that,0,that,0
party,0.0,party,0.0,everybody,0.0,party,0.0,party,0,everybody,0,party,0,party,0,party,0
leaders,0.0,leaders,0.0,to,0.0,leaders,0.0,leaders,0,to,0,leaders,0,leaders,0,leaders,0
could,0.0,could,0.0,goose-step,1.0,could,0.0,could,0,goose-step,1,could,0,could,0,could,0
not,0.0,not,0.0,in,0.0,not,0.0,not,0,in,0,not,0,not,0,not,0
expect,0.0,expect,0.0,the,0.0,expect,0.0,expect,0,the,0,expect,0,expect,0,expect,0
everybody,0.0,everybody,0.0,same,0.0,everybody,0.0,everybody,0,same,0,everybody,0,everybody,0,everybody,0
to,0.0,to,0.0,direction,0.0,to,0.0,to,0,direction,0,to,0,to,0,to,0
goose-step,2.0,goose-step,1.0,once,0.0,goose-step,1.0,goose-step,1,once,0,goose-step,1,goose-step,1,goose-step,1
in,1.0,in,0.0,the,0.0,in,0.0,in,0,the,0,in,0,in,0,in,0
the,0.0,the,0.0,policy,0.0,the,0.0,the,0,policy,0,the,0,the,0,the,0
same,0.0,same,0.0,had,0.0,same,0.0,same,0,had,0,same,0,same,0,same,0
direction,1.0,direction,0.0,been,0.0,direction,0.0,direction,0,been,0,direction,0,direction,0,direction,0
once,0.0,once,0.0,carried,0.0,once,0.0,once,0,carried,0,once,0,once,0,once,0
the,0.0,the,0.0,Glasgow,0.0,the,0.0,the,0,Glasgow,0,the,0,the,0,the,0
policy,0.0,policy,0.0,Clocks,0.0,policy,0.0,policy,0,Clocks,0,policy,0,policy,0,policy,0
had,0.0,had,0.0,and,0.0,had,0.0,had,0,and,0,had,0,had,0,had,0
been,0.0,been,0.0,scientific,0.0,been,0.0,been,0,scientific,0,been,0,been,0,been,0
carried,1.0,carried,0.0,instruments,0.0,carried,0.0,carried,0,instruments,0,carried,0,carried,0,carried,0
Glasgow,0.0,Glasgow,0.0,Wednesday,0.0,Glasgow,0.0,Glasgow,0,Wednesday,0,Glasgow,0,Glasgow,0,Glasgow,0
Clocks,0.0,Clocks,0.0,11am,0.0,Clocks,0.0,Clocks,0,11am,0,Clocks,0,Clocks,0,Clocks,0
and,0.0,and,0.0,First,0.0,and,0.0,and,0,First,0,and,0,and,0,and,0
scientific,0.0,scientific,0.0,they,0.0,scientific,0.0,scientific,0,they,0,scientific,0,scientific,0,scientific,0
instruments,0.0,instruments,0.0,have,0.0,instruments,0.0,instruments,0,have,0,instruments,0,instruments,0,instruments,0
Wednesday,0.0,Wednesday,0.0,to,0.0,Wednesday,0.0,Wednesday,0,to,0,Wednesday,0,Wednesday,0,Wednesday,0
11am,0.0,11am,0.0,sell,0.0,11am,0.0,11am,0,sell,0,11am,0,11am,0,11am,0
First,0.0,First,0.0,their,0.0,First,0.0,First,0,their,0,First,0,First,0,First,0
they,0.0,they,0.0,present,0.0,they,0.0,they,0,present,0,they,0,they,0,they,0
have,0.0,have,0.0,house,0.0,have,0.0,have,0,house,0,have,0,have,0,have,0
