docid,senid,word,conv,sentence
1,1_3,the,0,We here at Hire Santa have been working very hard to replenish the number of Santas Allen says
1,1_3,number,0,We here at Hire Santa have been working very hard to replenish the number of Santas Allen says
1,1_3,of,0,We here at Hire Santa have been working very hard to replenish the number of Santas Allen says
1,1_3,Santas,0,We here at Hire Santa have been working very hard to replenish the number of Santas Allen says
1,1_3,Allen,0,We here at Hire Santa have been working very hard to replenish the number of Santas Allen says
1,1_3,says,0,We here at Hire Santa have been working very hard to replenish the number of Santas Allen says
1,1_4,I,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,'ve,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,traveled,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,the,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,country,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,this,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,last,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,year,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,going,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,to,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,Santa,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,schools,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,speaking,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,at,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,conventions,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,and,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,really,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,trying,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,to,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,connect,1,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,with,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,the,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,Santa,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,community,1,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,to,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,let,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,them,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,know,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,the,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,advantages,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,of,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,being,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,a,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,professional,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,Santa,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,as,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,well,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,as,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,working,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,with,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,Hire,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_4,Santa,0,I 've traveled the country this last year going to Santa schools speaking at conventions and really trying to connect with the Santa community to let them know the advantages of being a professional Santa as well as working with Hire Santa
1,1_5,Classic,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,economic,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,theory,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,suggests,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,that,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,if,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,there,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,'s,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,a,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,shortage,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,of,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,something,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,there,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,'s,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,a,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,simple,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,solution,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,raise,1,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,the,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_5,price,0,Classic economic theory suggests that if there 's a shortage of something there 's a simple solution: raise the price
1,1_6,In,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,this,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,case,1,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,that,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,means,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,raising,1,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,Santa,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,'s,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,wages,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,which,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,should,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,convince,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,more,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,people,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,to,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,grow,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,a,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,white,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,beard,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,and,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,don,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,a,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,red,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,suit,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,And,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,indeed,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,Arnold,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,says,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,many,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,Santas,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,are,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,earning,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,more,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,this,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_6,year,0,In this case that means raising Santa 's wages which should convince more people to grow a white beard and don a red suit And indeed Arnold says many Santas are earning more this year
1,1_7,I,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,would,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,say,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,generally,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,that,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,the,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,majority,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,of,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,our,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,members,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,raised,1,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,their,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,prices,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,somewhere,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,between,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,10,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,and,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,15,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,percent,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,this,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,year,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,Santa,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,Arnold,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_7,says,0,I would say generally that the majority of our members raised their prices somewhere between 10 and 15 percent this year Santa Arnold says
1,1_8,In,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,part,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,these,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,increased,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,prices,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,compensate,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,Santas,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,for,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,the,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,rising,1, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,cost,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,of,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,doing,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,business,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,he,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,says,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,including,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,higher,1, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,fuel,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,costs,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,and,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,more,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,expensive,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,Santa,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_8,suits,0, In part these increased prices compensate Santas for the rising cost of doing business he says including higher fuel costs and more expensive Santa suits
1,1_9,But,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,they,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,also,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,reflect,1,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,the,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,reality,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,that,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,amidst,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,surging,1,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,demand,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,there,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,are,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,only,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,so,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,many,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,Santas,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,to,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
